day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,time_continuous,spread,imbalance_1,imbalance_3,depth_b,depth_a,book_slope,vamp,ret_1,ret_10,ret_20,target_ret_10,roll_vol_100,imbalance_1_roll_mean,imbalance_1_roll_std,alpha_imb_z,trade_flow_net,trade_vol_total,trade_count,roll_flow_10
-2,2700,ASH_COATED_OSMIUM,9995.0,15.0,9992.0,26.0,,0.0,10013.0,26.0,,0.0,,0.0,10004.0,0.0,2700,18.0,-0.2682926829268293,0.22388059701492538,41.0,26.0,0.22388059701492538,10001.585365853658,9.997000899719666e-05,-4.997751012048024e-05,0.0003499825008750346,-0.00019992003198721076,,,,,0.0,0.0,0.0,8.0
-2,2800,ASH_COATED_OSMIUM,9995.0,13.0,,0.0,,0.0,10011.0,13.0,10013.0,28.0,,0.0,10003.0,0.0,2800,16.0,0.0,-0.5185185185185185,13.0,41.0,-0.5185185185185185,10003.0,-9.996001599354987e-05,9.998000399913387e-05,9.998000399913387e-05,0.0,,,,,0.0,0.0,0.0,8.0
-2,2900,ASH_COATED_OSMIUM,9995.0,15.0,9993.0,30.0,,0.0,10011.0,15.0,10014.0,30.0,,0.0,10003.0,0.0,2900,16.0,0.0,0.0,45.0,45.0,0.0,10003.0,0.0,9.998000399913387e-05,0.0007503376519433225,0.0,,,,,0.0,0.0,0.0,8.0
-2,3000,ASH_COATED_OSMIUM,9993.0,26.0,,0.0,,0.0,10011.0,12.0,10014.0,26.0,,0.0,10002.0,0.0,3000,18.0,0.3684210526315789,-0.1875,26.0,38.0,-0.1875,10005.315789473685,-9.997000899730768e-05,0.00014999250037495138,0.0002500125006250631,0.00019996000799848979,,,,,0.0,0.0,0.0,8.0
-2,3100,ASH_COATED_OSMIUM,9996.0,12.0,,0.0,,0.0,10012.0,12.0,10014.0,23.0,,0.0,10004.0,0.0,3100,16.0,0.0,-0.48936170212765956,12.0,35.0,-0.48936170212765956,10004.0,0.00019996000799848979,0.00019996000799848979,0.00029997000299974985,-4.9980007996830444e-05,,,,,0.0,0.0,0.0,8.0
-2,3200,ASH_COATED_OSMIUM,9996.0,11.0,9993.0,26.0,,0.0,10014.0,26.0,,0.0,,0.0,10005.0,0.0,3200,18.0,-0.40540540540540543,0.1746031746031746,37.0,26.0,0.1746031746031746,10001.351351351352,9.996001599366089e-05,0.00029994001199762366,-0.0003996403237086499,-4.997501249370817e-05,,,,,0.0,0.0,0.0,8.0
-2,3300,ASH_COATED_OSMIUM,9996.0,15.0,9993.0,20.0,,0.0,10012.0,15.0,10014.0,20.0,,0.0,10004.0,0.0,3300,16.0,0.0,0.0,35.0,35.0,0.0,10004.0,-9.995002498752736e-05,-0.00014991754535009783,0.00014996250937260314,0.00019992003198709973,,,,,0.0,0.0,0.0,8.0
-2,3400,ASH_COATED_OSMIUM,9996.0,10.0,9993.0,22.0,,0.0,10012.0,10.0,,0.0,,0.0,10004.0,0.0,3400,16.0,0.0,0.5238095238095238,32.0,10.0,0.5238095238095238,10004.0,0.0,0.00024996250562425715,0.00029997000299974985,0.00019992003198709973,,,,,0.0,0.0,0.0,8.0
-2,3500,ASH_COATED_OSMIUM,9993.0,29.0,,0.0,,0.0,10012.0,10.0,10014.0,29.0,,0.0,10002.5,0.0,3500,19.0,0.48717948717948717,-0.14705882352941177,29.0,39.0,-0.14705882352941177,10007.128205128205,-0.0001499400239903803,9.998500224961404e-05,4.999000199967796e-05,0.00024993751562107924,,,,,0.0,0.0,0.0,0.0
-2,3600,ASH_COATED_OSMIUM,9996.0,10.0,9993.0,26.0,,0.0,10012.0,10.0,,0.0,,0.0,10004.0,0.0,3600,16.0,0.0,0.5652173913043478,36.0,10.0,0.5652173913043478,10004.0,0.00014996250937260314,9.997000899719666e-05,0.0010006003602160973,0.0002499000399840412,,,,,0.0,0.0,0.0,0.0
-2,3700,ASH_COATED_OSMIUM,9993.0,25.0,,0.0,,0.0,10011.0,11.0,,0.0,,0.0,10002.0,0.0,3700,18.0,0.3888888888888889,0.3888888888888889,25.0,11.0,0.3888888888888889,10005.5,-0.00019992003198721076,-0.00019992003198721076,-0.00024988755060217915,0.0010997800439911387,,,,,0.0,0.0,0.0,0.0
-2,3800,ASH_COATED_OSMIUM,9995.0,11.0,9993.0,27.0,,0.0,10011.0,11.0,10014.0,27.0,,0.0,10003.0,0.0,3800,16.0,0.0,0.0,38.0,38.0,0.0,10003.0,9.998000399913387e-05,0.0,9.998000399913387e-05,-0.00019994001799461536,,,,,0.0,0.0,0.0,0.0
-2,3900,ASH_COATED_OSMIUM,9995.0,14.0,9993.0,25.0,,0.0,10011.0,14.0,10014.0,25.0,,0.0,10003.0,0.0,3900,16.0,0.0,0.0,39.0,39.0,0.0,10003.0,0.0,0.0,9.998000399913387e-05,0.00019994001799461536,,,,,0.0,0.0,0.0,0.0
-2,4000,ASH_COATED_OSMIUM,9996.0,10.0,9994.0,27.0,,0.0,10012.0,10.0,10015.0,27.0,,0.0,10004.0,0.0,4000,16.0,0.0,0.0,37.0,37.0,0.0,10004.0,9.997000899719666e-05,0.00019996000799848979,0.0003499825008750346,9.996001599366089e-05,,,,,0.0,0.0,0.0,0.0
-2,4100,ASH_COATED_OSMIUM,9994.0,28.0,,0.0,,0.0,10013.0,12.0,,0.0,,0.0,10003.5,0.0,4100,19.0,0.4,0.4,28.0,12.0,0.4,10007.3,-4.9980007996830444e-05,-4.9980007996830444e-05,0.00014997000599881183,0.00014994751836860942,,,,,0.0,0.0,0.0,0.0
-2,4200,ASH_COATED_OSMIUM,9994.0,23.0,,0.0,,0.0,10015.0,23.0,,0.0,,0.0,10004.5,0.0,4200,21.0,0.0,0.0,23.0,23.0,0.0,10004.5,9.996501224573962e-05,-4.997501249370817e-05,0.0002499500099979457,-9.995502024084946e-05,,,,,0.0,0.0,0.0,0.0
-2,4300,ASH_COATED_OSMIUM,9997.0,13.0,9994.0,26.0,,0.0,10015.0,26.0,,0.0,,0.0,10006.0,0.0,4300,18.0,-0.3333333333333333,0.2,39.0,26.0,0.2,10003.0,0.0001499325303613297,0.00019992003198709973,4.997251511662526e-05,9.994003597846302e-05,,,,,0.0,0.0,0.0,0.0
-2,4400,ASH_COATED_OSMIUM,9997.0,11.0,9994.0,28.0,,0.0,10015.0,28.0,,0.0,,0.0,10006.0,0.0,4400,18.0,-0.4358974358974359,0.16417910447761194,39.0,28.0,0.16417910447761194,10002.076923076924,0.0,0.00019992003198709973,0.00044993251012348523,-0.0002498500899460465,,,,,0.0,0.0,0.0,0.0
-2,4500,ASH_COATED_OSMIUM,9997.0,12.0,9994.0,29.0,,0.0,10013.0,12.0,10015.0,29.0,,0.0,10005.0,0.0,4500,16.0,0.0,0.0,41.0,41.0,0.0,10005.0,-9.994003597846302e-05,0.00024993751562107924,0.0003499475078738712,-9.995002498752736e-05,,,,,0.0,0.0,0.0,0.0
-2,4600,ASH_COATED_OSMIUM,9997.0,11.0,9995.0,29.0,,0.0,10016.0,29.0,,0.0,,0.0,10006.5,0.0,4600,19.0,-0.45,0.15942028985507245,40.0,29.0,0.15942028985507245,10002.225,0.00014992503748123553,0.0002499000399840412,0.0003498950314906324,-0.0010493179433368471,,,,,0.0,0.0,0.0,0.0
-2,4700,ASH_COATED_OSMIUM,,0.0,,0.0,,0.0,10013.0,11.0,10016.0,29.0,,0.0,10013.0,0.0,4700,,-1.0,-1.0,0.0,40.0,-1.0,,0.0006495777744466302,0.0010997800439911387,0.0008996401439425039,-0.000898831519025256,,,,,0.0,0.0,0.0,0.0
-2,4800,ASH_COATED_OSMIUM,9995.0,24.0,,0.0,,0.0,10007.0,3.0,10013.0,14.0,10016.0,24.0,10001.0,0.0,4800,12.0,0.7777777777777778,-0.26153846153846155,24.0,41.0,-0.26153846153846155,10005.666666666666,-0.001198442025367008,-0.00019994001799461536,-0.00019994001799461536,0.0005499450054995414,,,,,0.0,0.0,0.0,0.0
-2,4900,ASH_COATED_OSMIUM,9997.0,15.0,9995.0,22.0,,0.0,10013.0,15.0,10016.0,22.0,,0.0,10005.0,0.0,4900,16.0,0.0,0.0,37.0,37.0,0.0,10005.0,0.00039996000399966647,0.00019994001799461536,0.00019994001799461536,4.997501249381919e-05,,-0.029672688943952044,0.38352695011186116,0.0773679370779487,0.0,0.0,0.0,0.0
-2,5000,ASH_COATED_OSMIUM,9997.0,15.0,9994.0,20.0,,0.0,10013.0,15.0,10015.0,20.0,,0.0,10005.0,0.0,5000,16.0,0.0,0.0,35.0,35.0,0.0,10005.0,0.0,9.996001599366089e-05,0.00029994001199762366,-0.00039980009994999843,,-0.009672688943952044,0.3570542327048812,0.027090251446331086,0.0,0.0,0.0,0.0
-2,5100,ASH_COATED_OSMIUM,9997.0,11.0,9994.0,29.0,,0.0,10013.0,11.0,10015.0,29.0,,0.0,10005.0,0.0,5100,16.0,0.0,0.0,40.0,40.0,0.0,10005.0,0.0,0.00014994751836860942,9.996001599366089e-05,0.0,,-0.009672688943952044,0.3570542327048812,0.027090251446331086,0.0,0.0,0.0,0.0
-2,5200,ASH_COATED_OSMIUM,9994.0,25.0,,0.0,,0.0,10013.0,12.0,10015.0,25.0,,0.0,10003.5,0.0,5200,19.0,0.35135135135135137,-0.1935483870967742,25.0,37.0,-0.1935483870967742,10006.837837837838,-0.00014992503748123553,-9.995502024084946e-05,-0.00014992503748123553,0.00014994751836860942,,-0.002645661916925016,0.3606873927980394,0.981451030273439,0.0,0.0,0.0,0.0
-2,5300,ASH_COATED_OSMIUM,10002.0,4.0,9994.0,22.0,,0.0,10012.0,15.0,10015.0,22.0,,0.0,10007.0,0.0,5300,10.0,-0.5789473684210527,-0.1746031746031746,26.0,37.0,-0.1746031746031746,10004.105263157895,0.00034987754286008865,9.994003597846302e-05,0.0002998800479807606,-0.0002997901468971831,,-0.01422460928534607,0.36977895843972064,-1.5271900854460452,0.0,0.0,0.0,0.0
-2,5400,ASH_COATED_OSMIUM,9994.0,29.0,,0.0,,0.0,10013.0,15.0,,0.0,,0.0,10003.5,0.0,5400,19.0,0.3181818181818182,0.3181818181818182,29.0,15.0,0.3181818181818182,10006.522727272728,-0.00034975517138002843,-0.0002498500899460465,-4.9980007996830444e-05,4.998250612286981e-05,,-0.007860972921709708,0.3727546199294093,0.8746847756448264,0.0,0.0,0.0,0.0
-2,5500,ASH_COATED_OSMIUM,9996.0,13.0,9994.0,28.0,,0.0,10012.0,13.0,10015.0,28.0,,0.0,10004.0,0.0,5500,16.0,0.0,0.0,41.0,41.0,0.0,10004.0,4.998250612286981e-05,-9.995002498752736e-05,0.00014996250937260314,-0.0010995601759296036,,-0.007860972921709708,0.3727546199294093,0.02108886785413521,0.0,0.0,0.0,0.0
-2,5600,ASH_COATED_OSMIUM,9996.0,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,9996.0,0.0,5600,,1.0,1.0,15.0,0.0,1.0,,-0.000799680127948843,-0.0010493179433368471,-0.000799680127948843,0.0008003201280513128,,0.012139027078290293,0.39908252619770157,2.4753300585060773,0.0,0.0,0.0,0.0
-2,5700,ASH_COATED_OSMIUM,9996.0,12.0,9993.0,29.0,,0.0,10012.0,12.0,,0.0,,0.0,10004.0,0.0,5700,16.0,0.0,0.5471698113207547,41.0,12.0,0.5471698113207547,10004.0,0.0008003201280513128,-0.000898831519025256,0.00019996000799848979,0.0,,0.012139027078290293,0.39908252619770157,-0.030417335466791994,0.0,0.0,0.0,0.0
-2,5800,ASH_COATED_OSMIUM,10001.0,5.0,9996.0,15.0,9993.0,26.0,10012.0,15.0,10014.0,26.0,,0.0,10006.5,0.0,5800,11.0,-0.5,0.05747126436781609,46.0,41.0,0.05747126436781609,10003.75,0.0002499000399840412,0.0005499450054995414,0.0003498950314906324,-0.0002498376055564133,,0.005472360411623625,0.4048725916454504,-1.2484726574286584,0.0,0.0,0.0,0.0
-2,5900,ASH_COATED_OSMIUM,9996.0,13.0,9994.0,28.0,,0.0,10015.0,28.0,,0.0,,0.0,10005.5,0.0,5900,19.0,-0.36585365853658536,0.18840579710144928,41.0,28.0,0.18840579710144928,10002.024390243903,-9.993504222260974e-05,4.997501249381919e-05,0.0002499250224932137,-9.994503023336154e-05,,-0.006606617521012843,0.40679542774181693,-0.8831147464213335,0.0,0.0,0.0,0.0
-2,6000,ASH_COATED_OSMIUM,9996.0,10.0,9994.0,21.0,,0.0,10006.0,2.0,10012.0,10.0,10015.0,21.0,10001.0,0.0,6000,10.0,0.6666666666666666,-0.03125,31.0,33.0,-0.03125,10004.333333333334,-0.00044975263605018245,-0.00039980009994999843,-0.0002998800479807606,0.00019998000199983323,,0.0029429320285367065,0.41696289425271266,1.5918052752095984,0.0,0.0,0.0,0.0
-2,6100,ASH_COATED_OSMIUM,9997.0,11.0,9994.0,26.0,,0.0,10013.0,11.0,10015.0,26.0,,0.0,10005.0,0.0,6100,16.0,0.0,0.0,37.0,37.0,0.0,10005.0,0.00039996000399966647,0.0,0.00014994751836860942,-0.00019990004997505473,,0.0029429320285367057,0.41696289425271266,-0.007058018996656942,8.0,8.0,1.0,8.0
-2,6200,ASH_COATED_OSMIUM,9997.0,12.0,9994.0,23.0,,0.0,10013.0,12.0,10015.0,23.0,,0.0,10005.0,0.0,6200,16.0,0.0,0.0,35.0,35.0,0.0,10005.0,0.0,0.00014994751836860942,4.997751012036922e-05,-0.0002498750624687629,,0.022942932028536703,0.3910519261918453,-0.05866978396439654,0.0,0.0,0.0,8.0
-2,6300,ASH_COATED_OSMIUM,9996.0,13.0,9993.0,26.0,,0.0,10012.0,13.0,10014.0,26.0,,0.0,10004.0,0.0,6300,16.0,0.0,0.0,39.0,39.0,0.0,10004.0,-9.995002498752736e-05,-0.0002997901468971831,-0.000199880071956815,0.0,,0.030821719907324584,0.3864223812401731,-0.07976173587152542,0.0,0.0,0.0,8.0
-2,6400,ASH_COATED_OSMIUM,9996.0,13.0,9993.0,26.0,,0.0,10012.0,13.0,10014.0,26.0,,0.0,10004.0,0.0,6400,16.0,0.0,0.0,39.0,39.0,0.0,10004.0,0.0,4.998250612286981e-05,-0.000199880071956815,0.0,,0.030821719907324584,0.3864223812401731,-0.07976173587152542,0.0,0.0,0.0,8.0
-2,6500,ASH_COATED_OSMIUM,9993.0,21.0,,0.0,,0.0,,0.0,,0.0,,0.0,9993.0,0.0,6500,,1.0,1.0,21.0,0.0,1.0,,-0.0010995601759296036,-0.0010995601759296036,-0.0011994002998501063,0.0012008405884118556,,0.050821719907324585,0.4099563724829183,2.315315345249878,0.0,0.0,0.0,8.0
-2,6600,ASH_COATED_OSMIUM,9996.0,13.0,9993.0,23.0,,0.0,10012.0,13.0,10014.0,23.0,,0.0,10004.0,0.0,6600,16.0,0.0,0.0,36.0,36.0,0.0,10004.0,0.0011007705393775158,0.0008003201280513128,-0.0002498376055564133,0.00019992003198709973,,0.030821719907324584,0.3864223812401731,-0.07976173587152542,0.0,0.0,0.0,8.0
-2,6700,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,27.0,,0.0,10012.0,14.0,10014.0,27.0,,0.0,10004.0,0.0,6700,16.0,0.0,0.0,41.0,41.0,0.0,10004.0,0.0,0.0,-0.000898831519025256,-4.9980007996830444e-05,,0.042821719907324585,0.37559760587884716,-0.1140095656550515,0.0,0.0,0.0,8.0
-2,6800,ASH_COATED_OSMIUM,9996.0,14.0,9993.0,23.0,,0.0,10012.0,14.0,10014.0,23.0,,0.0,10004.0,0.0,6800,16.0,0.0,0.0,37.0,37.0,0.0,10004.0,0.0,-0.0002498376055564133,0.00029997000299974985,0.00044982007197114093,,0.042821719907324585,0.37559760587884716,-0.1140095656550515,0.0,0.0,0.0,8.0
-2,6900,ASH_COATED_OSMIUM,9995.0,13.0,9993.0,28.0,,0.0,10014.0,28.0,,0.0,,0.0,10004.5,0.0,6900,19.0,-0.36585365853658536,0.18840579710144928,41.0,28.0,0.18840579710144928,10001.024390243903,4.998000799671942e-05,-9.994503023336154e-05,-4.997501249370817e-05,-4.997751012048024e-05,,0.035504646736592885,0.37998682584078847,-1.0562426852170508,0.0,0.0,0.0,8.0
-2,7000,ASH_COATED_OSMIUM,9995.0,14.0,9993.0,24.0,,0.0,10011.0,14.0,,0.0,,0.0,10003.0,0.0,7000,16.0,0.0,0.46153846153846156,38.0,14.0,0.46153846153846156,10003.0,-0.0001499325303613297,0.00019998000199983323,-0.00019990004997505473,0.0006498050584824444,,0.025504646736592883,0.37404610786262976,-0.06818583645297437,0.0,0.0,0.0,8.0
-2,7100,ASH_COATED_OSMIUM,9995.0,11.0,9993.0,26.0,,0.0,10011.0,11.0,,0.0,,0.0,10003.0,0.0,7100,16.0,0.0,0.5416666666666666,37.0,11.0,0.5416666666666666,10003.0,0.0,-0.00019990004997505473,-0.00019990004997505473,0.00019994001799461536,,0.025504646736592883,0.37404610786262976,-0.06818583645297437,0.0,0.0,0.0,0.0
-2,7200,ASH_COATED_OSMIUM,9993.0,26.0,,0.0,,0.0,10012.0,14.0,10014.0,26.0,,0.0,10002.5,0.0,7200,19.0,0.3,-0.21212121212121213,26.0,40.0,-0.21212121212121213,10005.35,-4.998500449859833e-05,-0.0002498750624687629,-9.996501224573962e-05,0.0001999500124969522,,0.03150464673659288,0.37602950550509656,0.7140273551213869,0.0,0.0,0.0,0.0
-2,7300,ASH_COATED_OSMIUM,9996.0,11.0,9993.0,27.0,,0.0,10012.0,11.0,10014.0,27.0,,0.0,10004.0,0.0,7300,16.0,0.0,0.0,38.0,38.0,0.0,10004.0,0.00014996250937260314,0.0,-0.0002997901468971831,0.00019992003198709973,,0.03900464673659288,0.3714682747037464,-0.10500128649667294,0.0,0.0,0.0,0.0
-2,7400,ASH_COATED_OSMIUM,9996.0,11.0,9994.0,28.0,,0.0,10012.0,11.0,10015.0,28.0,,0.0,10004.0,0.0,7400,16.0,0.0,0.0,39.0,39.0,0.0,10004.0,0.0,0.0,4.998250612286981e-05,9.996001599366089e-05,,0.03109766999240683,0.3679191194054293,-0.08452311487008829,0.0,0.0,0.0,0.0
-2,7500,ASH_COATED_OSMIUM,9997.0,10.0,,0.0,,0.0,10013.0,10.0,,0.0,,0.0,10005.0,0.0,7500,16.0,0.0,0.0,10.0,10.0,0.0,10005.0,9.996001599366089e-05,0.0012008405884118556,9.996001599366089e-05,0.0,,0.02709766999240683,0.3671316982955739,-0.07380912658375464,0.0,0.0,0.0,0.0
